"jobtitle","company","location","salary","companysize","companyrating","summary"
"Data Scientist","Research Innovation and ROI, Inc.","Remote","$120,000 - $150,000 a year",nan,nan,"Considered a subject matter expert in data analytics, data mining, structures, theories, principles, and practices...."
"Data Scientist Entry Level","Intel","Hillsboro, OR 97124","NA",nan,52.2,"Deep learning, machine learning and/or big data. Data Scientists influence how Intel does business, one data-driven decision at a time!..."
"University Graduate - Data Scientist","NetApp","Research Triangle Park, NC","NA",472,51.0,"Be part of a team that identifies Industry trends, develops product architectures, build prototypes, designs and develops software, tests and develops test..."
"Data Scientist - New University Graduate","Workday","Pleasanton, CA","NA",28,44.4,"In addition to projects, you will be able to learn from fellow top notch data scientists and engineers, follow and share cutting-edge machine learning and deep..."
"Analyst, Data & Analytics","Casper","New York, NY","NA",24,51.0,"1-3 years of experience as a Data Analyst, Data Scientist or Management Consultant, preferably at an e-commerce brand with a high volume of complex data...."
"Senior Scientist- Modeling & Simulation","Pfizer Inc.","Cambridge, MA","NA",nan,52.2,"Keen to interact as a modeling and simulation expert with matrix project teams working closely with departmental, Biology and Clinical scientists...."
"Data Scientist","Microsoft","Redmond, WA 98052","NA",nan,52.2,"The team focuses on enterprise level engagement, where advanced data mining and modeling skills are needed to find business insights...."
"Data Scientist, New Graduate","Groupon","Chicago, IL 60654 (Loop area)","NA",534,42.6,"Large-scale linear and nonlinear constrained optimization algorithms for managing the right portfolio of deals in each local market Qualifications Graduating..."
"Data Scientist","The University of Pittsburgh","Pittsburgh, PA","$46,644 - $76,440 a year",366,52.2,"In addition, the candidate must have experience designing, conducting, and interpreting statistical analyses using common statistical software tools (e.g., SAS..."
"Data Scientist","Intel","Phoenix, AZ 85018 (Camelback East area)","NA",nan,52.2,"Uses predictive modeling, statistics, Machine Learning, Data Mining, and other data analysis techniques to collect, explore, and extract insights from structure..."
"Data Scientist: Modeling/Forecasting","Twitter","San Francisco, CA 94103 (South Of Market area)","NA",40,51.0,"You should be passionate about challenging prediction problems, finding insights in data, and applying your conclusions to drive clear and practical business..."
"Data Scientist","Domo","American Fork, UT 84003","NA",6,43.8,"Experience with advanced analytics concepts such as regression models, clustering algorithms, machine learning, text analytics and time series analysis...."
"Data Scientist w/Machine Learning","Mastech Digital","Cambridge, MA","NA",11,41.4,"Data Scientist w/Machine Learning*. We are seeking a data scientist with expertise in machine learning and its use in deciphering novel associations in complex..."
"Data Scientist","Nordstrom","Seattle, WA","NA",nan,51.0,"Our Advanced Analytics team works in partnership with other areas of the Company to develop insights, algorithms, and data products that support decision making..."
"Junior Data Scientist","SAP","Palo Alto, CA","NA",874,52.8,"As a Data Scientist , you will work in a team of experience experienced researchers and data scientists taking on challenges posed by the SAP customers and..."
"Data Scientist, Junior","Booz Allen Hamilton","Norfolk, VA 23502","NA",nan,44.4,"Leverage expertise in various machine learning or machine intelligence techniques, including neural networks, deep learning, random forests, image processing,..."
"Data Analyst","Civitas Learning","Austin, TX 78703","NA",5,43.8,"Work with Data Scientists to vet analysis methodologies and build or improve on internal tools for analysis. Work with Data Scientists and Product Managers to..."
"Data Scientist and Machine Learning Researcher","American Express","New York, NY","NA",nan,52.2,"A Data Scientist in the Machine Learning and Data Science Team, you will help American Express accelerate its digital...."
"Junior Data Scientist","Dignity Health","San Francisco, CA 94107 (South Of Market area)","NA",736,44.4,"NA"
"Research Scientist-Data Sciences","Eli Lilly","Cambridge, MA","NA",827,52.2,"NA"
"Junior Data Scientist","Suntiva","Fort Belvoir, VA","NA",12,40.8,"NA"
"Statistician","Incept Data Solutions, Inc","Work at Home","NA",nan,nan,"NA"
"Data Scientist","IBM","San Jose, CA","NA",nan,51.0,"NA"
"Data Scientist","WeWork","New York, NY 10005 (Financial District area)","NA",33,39.6,"NA"
"Data Scientist","JustEnough","Irvine, CA","NA",nan,nan,"NA"
"Entry-Mid level Data Scientist","Prevalent Inc.","Tysons Corner, VA","NA",nan,nan,"NA"
"Data Scientist","RConnect LLC","Renton, WA","$100,000 - $110,000 a year",nan,nan,"NA"
"Data Scientist","Long Beach City College","Long Beach, CA","$88,134 - $120,083 a year",77,52.8,"It is the District's policy to ensure that all qualified applicants for employment and employees have full and equal access to employment opportunity and are..."
"Junior Data Scientist","Aquasight","Troy, MI 48084","NA",nan,nan,"Based in Troy, MI, we are expanding rapidly throughout the country and looking to hire additional data scientists as a part of our high-performance team...."
"Machine Learning PhD Internship - Summer 2018","Dropbox","San Francisco, CA","NA",15,44.4,"We are looking for Machine Learning interns pursuing a PhD with an academic or practical background in machine learning, ideally with experience in natural..."
"Data Scientist","Sprint","Overland Park, KS 66210","NA",nan,43.8,"Identifies meaningful insights from large data and metadata sources; Provides assessment of campaign effectiveness including creation of test plans and..."
"Data Scientist","UPMC","Pittsburgh, PA 15219 (Middle Hill area)","NA",507,42.6,"Implements plans for capturing and creating new data elements, working with Health Plan CIO and IT staff. The Data Scientist develops, implements, and monitors..."
"Looking for a Data Scientist","Libsys Inc","Irvine, CA","NA",3,51.0,"Experience in Statistical and Mathematical analysis, Data Mining, Data Manipulation. If a person is having 50% experience in Big Data and 50% as Data Scientist..."
"Data Scientist Specialist","Accenture","Columbus, OH","NA",nan,51.0,"Data Scientists are expected to collaborate with other data scientists, subject matter experts, sales, and delivery teams from Accenture locations around the..."
"Software Engineer, Machine Learning","Dataminr","New York, NY","NA",nan,nan,"You will be working closely with Data Scientists to tackle challenging data problems, including:. You are a dedicated software engineer interested in building..."
"Junior Data Scientist","Gray Matter Analytics","Chicago, IL","NA",nan,nan,"NA"
"Data Scientist - Amazon AWS AI","Amazon Corporate LLC","Palo Alto, CA","NA",nan,43.2,"Excited by using massive amounts of data to develop Machine Learning (ML) and Deep Learning (DL) models? Data Scientist background highly desired;..."
"Data Scientist","Riot Games","Los Angeles, CA","NA",13,51.0,"Develop tools that will help data scientists and stakeholders more efficiently plumb the dark depths of our very deep, very rich data stores...."
"Sr. Machine Learning / Artificial Intelligence Engineer","ClosedLoop.ai","Austin, TX 78701 (Downtown area)","NA",nan,nan,"Machine Learning, Natural Language Processing (NLP), Pattern Recognition, Large Scale Data Mining or Artificial Intelligence...."
"Data Scientist","MicroHealth, LLC","Tacoma, WA 98431","NA",nan,nan,"Considered a subject matter expert in data analytics, data mining, structures, theories, principles, and practices...."
"Data Scientist","Terbium Labs","Baltimore, MD 21230 (West Baltimore area)","NA",nan,nan,"Intelligent and creative data scientists are required.*. At Terbium, you get to collaborate with brilliant software and data engineers, scientists, and security..."
"Data Scientist","REI","Kent, WA 98032","NA",265,51.6,"As a Data Scientist at REI, you will have the opportunity to work on rich, cross-functional data sets and influence the long term evolution of our analytics..."
"Data Scientist","TekVizor","Hartford, CT","$160,000 - $185,000 a year",nan,nan,"Senior Data Scientist*. Major health care firm is looking for a lead data scientist who is a hacker at heart. Strong interest in machine learning/ deep learning..."
"Data Scientist","NeuroFlow","Philadelphia, PA","$48,000 - $90,000 a year",nan,nan,"By leveraging third-party wearable devices, we perform advanced data analytics to give mental health providers and patients objective insights rather than..."
"Data Scientist - Austin, TX","Dell","Austin, TX","NA",nan,51.0,"Data Scientist - Austin, TX-17000R6T. Advanced knowledge of MS SQL, Excel, and R (preferred), Tableau (preferred) & Python (preferred)...."
"Research Data Analyst","The University of Pittsburgh","Pittsburgh, PA","NA",366,52.2,"The incumbent will lead data management, data analysis, and the interpretation of data analyses on overdose death data and prevention efforts...."
"Data Scientist","Fuel Cycle","Los Angeles, CA","$120,000 - $160,000 a year",nan,nan,"Apply state of the art machine learning, statistics or data mining with a variety of data sources, including market research data, social data, and behavioral..."
"Associate Data Scientist PSD","UPMC","Pittsburgh, PA 15219 (Middle Hill area)","NA",507,42.6,"The Associate Data Scientist works collaboratively with the Scientist to develop, implements, and monitors advanced analytic, medical informatics, and..."
"Data Scientist, Real Estate Market Planning","Foot Locker","New York, NY","NA",nan,51.0,"This role will drive data mining, build data products, and communicate findings to key stakeholders. Is seeking a Data Scientist join the Market Planning/Real..."
"Data Scientist - Worldwide Advanced Analytics Team","IBM","New York, NY","NA",nan,51.0,"As a member of our team you will get to work hands-on on the greatest and latest of Web, Machine Learning and Big Data technologies and build highly scalable..."
"Data Science & Machine Learning Internship, Apple Maps","Apple","Santa Clara Valley, CA","NA",nan,52.2,"As a data science and machine learning intern, you will use your skills to help our organization develop novel solutions to improve the quality of traffic..."
"DATA ANALYST/SCIENTIST","Hawes Group","Vancouver, WA","NA",nan,nan,"2+ years real experience with a scripting or analytics language (Python, R, Matlab, etc.). We are building advanced machine learning capabilities in many areas,..."
"Data Scientist","Affinitiv","Calabasas, CA","NA",2,30.0,"To be successful in this role you need to be passionate about data analytics, be a fast learner, and have a strong interest in data and technology...."
"Quantitative Data Analyst","Gemini Solutions","Orange, CA","$70 - $90 an hour",7,40.8,"Machine learning techniques. Work with large, complex data sets; Develop comprehensive understanding of Quant data structures and metrics...."
"Data Scientist, Analytics","Facebook","Seattle, WA","NA",189,52.2,"NA"
"Data Scientist","JP3 Measurement, LLC","Austin, TX","$80,000 - $90,000 a year",nan,nan,"Love diving into data to discover new trends, insights, and process improvements. Perform data mining activities and statistical evaluations routinely to..."
"Data Scientist","Classy","San Diego, CA","NA",nan,nan,"NA"
"Data Scientist","TechXMath","Cambridge, MA","$60,000 - $85,000 a year",nan,nan,"Provide data modeling, mining, pattern analysis, data visualization and machine learning solutions to address manufacturing and integrated supply chain needs...."
"Data Scientist","Ascension12","Remote","NA",nan,nan,"As the lead Data Scientist in Analytics Enablement this position will provide technical leadership across multiple corporate critical analytic initiatives..."
"Data Scientist","Infomatics Inc","St Petersburg Beach, FL","NA",nan,nan,"Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc. Excellence in at least one of these is highly desirable...."
"Data Science Specialist Job","Merck","Austin, TX","NA",nan,51.6,"Aware of applications, platforms and business processes relevant to scientific analytics. Known as Merck in the United States and Canada, is a global health..."
"Data Scientist - Semiconductor Applications","Intel","Hillsboro, OR 97124","NA",nan,52.2,"Big Data Technologies, relational databases, machine learning algorithms, data mining, yield analysis, statistical analysis, and image processing...."
"Data Scientist","Publishers Clearing House","Jericho, NY","NA",28,52.2,"Utilize large-scale data mining and machine learning techniques to discover actionable patterns in the data...."
"Data Scientist Job Opportunity","Sequence Infotech","Fremont, CA","$90,000 - $95,000 a year",nan,nan,"We are looking for Data Scientist in NY, CA, CT & couple of other locations. Applied experience designing, delivering, and scaling production models and large..."
"Data Scientist","Opanga Networks","Seattle, WA 98104 (First Hill area)","NA",nan,nan,"Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality reports and dashboards integrated with our..."
"Data/Statistical Analyst","Dolphin Tech","Memphis, TN","NA",nan,nan,"Critical skills to include proven experience in SQL and MS SQL (creating queries, reading queries, development in environment), Tableau, complex databases,..."
"PhD Data Science Immersion Training Program - January 2018","Wayfair","Boston, MA 02116 (South End area)","NA",189,42.0,"Data mining - uncover deep insight hidden in our vast repository of raw data, and provide tactical guidance on how to act on findings...."
"Data Science Intern","Operr Technologies","Flushing, NY","NA",nan,nan,"Pursuing a MSc/PhD in a quantitative in applied mathematics, computer science, engineering, physics, operations research, Econometrics, Stochastic finance, or..."
"Junior Data Scientist","Reverb.com","Chicago, IL","NA",nan,nan,"Conduct ad-hoc data analysis to characterize and evaluate marketing campaigns, product features, and other areas of the company, translating the data that we..."
"Associate Data Scientist","Electronic Arts","Austin, TX","NA",324,51.0,"User experience with R (and any associated tech like Python) to write new algorithms (Bigrams, Trigrams, k-means clustering and STM Modelling) to process..."
"Data/Statistical Analyst","Kamptos Technologies LLC","Memphis, TN","NA",nan,nan,"Critical skills to include proven experience in SQL and MS SQL (creating queries, reading queries, development in environment), Tableau, complex databases,..."
"Data Scientist","Finch Therapeutics","Somerville, MA","NA",nan,nan,"You will further our microbial drug development platform by mining microbial datasets, developing our machine learning platform, and working closely with both..."
"Data Science Internship - Fall 2017","Classy","San Diego, CA","NA",nan,nan,"Python, R) to access data sources (database, csv, json APIs, web scraping), clean, and cross-reference data...."
"Data Scientist","Intelletec","San Francisco, CA","$150,000 - $170,000 a year",nan,nan,"Develop deep learning and other suitable machine learning models to predict insights from conversational data. Apply data mining and machine learning techniques..."
"Data Scientist","HelloFresh","New York, NY","NA",97,39.6,"NA"
"Data Scientist","NBA","New York, NY","NA",31,51.0,"The primary focus for this fast paced and collaborative department is on all aspects of business operations, including ticket sales and service, sponsorship,..."
"Data Scientist","Apple","Austin, TX","NA",nan,52.2,"This will be a cutting edge role that focuses both on gleaning insights from data and the implementation of analytical solutions based on those insights...."
"Data Scientist, Gigafactory","Tesla Motors","Sparks, NV","NA",545,43.2,"Proficiency with data analysis languages such as R, Python, Matlab and/or SAS. The Manufacturing Scientist also trains others to improve the sophistication and..."
"Data Scientist","Amedisys, Inc.","Baton Rouge, LA 70816","NA",647,39.6,"Prefer experience working with health data including medical claims data, electronic medical records, and external market intelligence data...."
"Data Scientist","NBS","East Hanover, NJ","NA",33,43.2,"Hire and coach new data scientists. Innovates, recommends and develop advanced predictive analytics, computational science, Natural Language Processing (NLP)..."
"Data Scientist","Unisys","Tampa, FL","NA",nan,43.8,"NA"
"Data Scientist","Morgan Lewis","Philadelphia, PA","NA",9,52.8,"NA"
"Data Mining Scientist","Apple","Austin, TX","NA",nan,52.2,"The Apple Analytic Insight team encourages scientists to stay abreast of data science research by attending conferences and working with academic faculty and..."
"Machine Learning/Computer Vision Engineer","IDenTV","Remote","NA",nan,nan,"As a machine learning engineer you will have a strong background in machine learning theory as well as a track record of applying that theory to practical..."
"Data Scientist","Proofpoint","Sunnyvale, CA 94089","NA",10,41.4,"Enhance your knowledge on cutting-edge machine learning/big data methods and techniques for anti-spam. Must have been in the role of data scientist for at least..."
"Hadoop Data Scientist","Bank of America","Charlotte, NC 28255 (Wilmore area)","NA",nan,44.4,"Skill in applying machine learning techniques such as deep learning, recommender systems or natural language processing to statistical problems using such tools..."
"Data Scientist","Cannella Response Television","Los Angeles, CA","NA",nan,nan,"Design and implement state-of-the-art machine learning algorithms in distributed machine. Physics, math, engineering, operations research) MS or PhD in machine..."
"Data Science - Machine Learning","Biswas Information Technology Solutions","Washington, DC","NA",nan,nan,"Data scientists to lead the development and delivery of advanced, machine learning and predictive modelling solutions...."
"Data Scientist","iCube CSI","Job, WV","NA",nan,nan,"Data mining, statistical modeling or optimization projects using tools or languages such as SPSS, SAS, MATLAB, iLog, R, Python, Azure Machine Learning...."
"Data Scientist","Vium","San Mateo, CA","NA",nan,nan,"NA"
"Data Scientist","Ocean Media, LLC","Huntington Beach, CA 92647","NA",nan,nan,"Apply advanced data analytics and machine learning techniques to solve challenging problems. The Data Scientist will work integrally with the analytics and..."
"Data Scientist","Wells Fargo","Charlotte, NC","NA",nan,43.8,"Wells Fargo Audit has an exciting opportunity for a Data Scientist (Audit Analytics Manager) on the Data Innovation & Analytics (DI&A) team...."
"Data Science Internship - Summer 2018","Knewton","New York, NY","NA",2,42.0,"You will join a world-class team of data scientists and engineers who are pushing the boundaries of machine learning...."
"Data Scientist","SolarWinds","Austin, TX 78735","NA",42,42.0,"+ Develop and manage vendor relationships related to any new or applications required to augment the analytics infrastructure...."
"Data Scientist","Children's Hospital of Wisconsin","Milwaukee, WI","NA",80,53.4,"Intermediate to advanced data manipulation and analysis skills using languages and tools such as SQL, R, SAS, or Python...."
"NA","IBM","United States","NA",nan,51.0,"NA"
"Data Scientist","CSRA","Virginia","NA",161,41.4,"Performs scientific research, scientific writing and editing, including the writing and editing of project products to established government standards for the..."
"Data Scientist","UNC-Chapel Hill","Chapel Hill, NC","NA",23,44.4,"Along with strong written and verbal communication skills, big data scientists should have the ability to:...."
"Research Scientist-Data Analytics","Eli Lilly","Indianapolis, IN","NA",827,52.2,"Data analytics, resource modeling, data mining, AI/Learning). As a Business and Portfolio Data Analytics Scientist, you will provide detailed insight into the..."
"Data Scientist","ABBOTT LABORATORIES","Irving, TX 75038","NA",nan,52.2,"Experience in Health Care industry Proven experience with Machine Learning techniques, especially on large scale datasets Demonstrable skills in creative..."
"Machine Learning","Argo AI","Pittsburgh, PA","NA",nan,nan,"We are looking for highly motivated, technically deep engineers and applied scientists to join our team and help us realize this vision...."
"Junior Data Analyst","Certilytics","Remote","NA",nan,nan,"Our team represents a dynamic infusion of multidiscipline which includes actuarial, data and behavioral scientists, IT engineers, software developers, nurse..."
"Data Scientist","NBCUniversal","New York, NY","NA",nan,51.6,"Be part of a team of Data Scientists that focus on the design and execution of advanced analytical data exploration, mining, inference, models and systems..."
"Data Scientist","NYC Health + Hospitals","New York, NY","NA",26,41.4,"NA"
"Associate Data Scientist","Symantec","San Diego, CA","NA",721,44.4,"Associate Data Scientist. The Associate Data Scientist explores new data sources and regularly works with out-of-memory data sets...."
"Data Scientist","Softsages Technology","Hopewell, NJ","NA",nan,nan,"Advanced expertise in Machine Learning, scientific data mining technical including high dimensional machine-learning multivariate analysis...."
"Data Science Analyst (Intern)","xentity corporation","Golden, CO","NA",2,60.0,"But you want to do it on actual interesting problems and be mentored by true data scientists, computer scientists, geospatial architects, agile project managers..."
"Data Scientist - Journey Analytics","McKinsey & Company","New York, NY 10022 (Midtown area)","NA",278,52.8,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)..."
"Data Analyst / Statistician","Leidos","San Diego, CA 92102","NA",284,43.8,"NA"
"Data Scientist","Staples","Framingham, MA 01702","NA",nan,42.6,"0-3 years industry experience plus PhD or 3-5 years industry experience plus MS in Computer Sci ence, Statistics, Operations Research, Applied Mathematics,..."
"Data Scientist","Siemens","Atlanta, GA 30339","NA",nan,51.6,"O Proven experience with applied data analytics and machine learning. O Practical experience with data analytics in AWS, e.g. with Apache Spark...."
"Data Scientist","Mariner Finance","White Marsh, MD","NA",59,32.4,"SQL programming experience is a big plus Experience in financial services is preferred but not required Power user of Excel (pivots, advance formulas, macros)..."
"Data Scientist","Macy's","Atlanta, GA","NA",nan,43.2,"Experience in programming/developing models with contextual data (More Data) and be familiar with different Machine Learning algorithms...."
"Data Scientist","CSL Behring","King of Prussia, PA","NA",77,31.8,"Strong background in predictive analytics, machine learning and data mining. Plan and develop analytics projects based on business requirements, work with..."
"Data Scientist","Applied Medical Resources Corporation","Rancho Santa Margarita, CA","NA",14,28.8,"Write and implement data mining and machine learning algorithms on large sets of data. Experience with a variety of data mining and machine learning techniques,..."
"Data Scientist","Zappos IP, Inc.","Las Vegas, NV","NA",191,51.6,"Familiarity with and experience in practical implementation of machine learning techniques such as Support Vector Machine, Neural networks, etc...."
"Data Scientist","Vertical Knowledge","Cleveland, OH","NA",nan,nan,"Identifying timely and unique data sets, diving deep into a diverse set of data domains, visualizing and exploring underlying data drivers, and developing data..."
"Data Scientist (Product)","Spotify","New York, NY 10011 (Chelsea area)","NA",27,53.4,"As a Data Scientist, our mission is to turn terabytes of data into insights and get a deep understanding of how our people use our apps to impact the product,..."
"Data Scientist","Leap.ai","Santa Clara, CA","NA",nan,nan,"The Data Science team lies at the foundation of the company's success- you'll be working cross-functionally with teams of engineers, scientists, marketers, and..."
"Data Scientist","Radius","San Francisco, CA","NA",26,43.2,"Fluency extracting insights from sizable data sets. Experience with statistical analysis languages such as R and SQL...."
"Data Scientist","Yahoo! Inc.","United States","NA",405,52.2,"Experience of solving real problems with data mining and machine learning techniques. Apply data mining and machine learning techniques to develop better..."
"Data Scientist","Schlumberger","Houston, TX","NA",nan,51.6,"Successful Data Scientists can lead analytic teams, are familiar with statistical and machine learning algorithms including classification, and have good..."
"Data Scientist","Placed","Seattle, WA","NA",nan,nan,"Build machine learning systems to extract information from large-scale mobile data. Develop internal tools to measure data health and quality...."
"Data Scientist - ACRE","McKinsey & Company","Waltham, MA","NA",278,52.8,"Data Scientist, ACRE. You will work side-by-side with experienced agribusiness professionals and geospatial data scientists to innovate the industry from farm..."
"Data Scientist - Geospatial Analytics","McKinsey & Company","Waltham, MA","NA",278,52.8,"You are expected to develop and contribute to such knowledge base on analytic methods and techniques, as well as relevant data and information sources used in..."
"Data Scientist","Arbor","Baltimore, MD","NA",25,40.8,"The scientist is responsible for applying various analytical techniques to large data sets to derive valuable cyber threat insights and detection capabilities..."
"Data Scientist","University of Chicago","Chicago, IL","NA",297,52.8,"Experience with statistical data analysis using Python, R, Stata, SQL, C++, and/or Java strongly preferred...."
"Data Scientist","Humana","Louisville, KY","NA",nan,43.2,"NA"
"Data Scientist","Metabiota","San Francisco, CA 94104 (Financial District area)","NA",2,54.0,"Built on a strong foundation of scientific expertise, including a worldwide network of on-the-ground experts, Metabiota delivers actionable, data-driven..."
"Data Scientist","SailPoint","Austin, TX","NA",2,60.0,"SailPoint is looking for a Data Scientist that will lead the development of machine learning models that will be used within a brand-new product...."
"Data Scientist","GS5","Washington, DC","NA",nan,nan,"NA"
"DATA SCIENTIST","Qbase","Washington, DC","NA",6,43.2,"NA"
"Data Scientist Intern - New Ventures Campus","McKinsey & Company","Boston, MA","NA",278,52.8,"NA"
"Data Scientist","True Fit","Boston, MA 02109 (Central area)","NA",nan,nan,"NA"
"Data Scientist","Beyond Finance","Boston, MA","NA",nan,nan,"NA"
"Data Scientist","Farmer's Business Network, Inc.","San Carlos, CA 94070","NA",nan,nan,"NA"
"Data Scientist","John Deere","Moline, IL 61265","NA",nan,51.6,"NA"
"Data Scientist","Monster Lead Group","Baltimore, MD","NA",nan,nan,"NA"
"Data Scientist","Innoplex","Annapolis Junction, MD","NA",nan,nan,"NA"
"Data Analyst/Scientist","DISH Network","Englewood, CO","NA",nan,40.8,"NA"
"Data Scientist","Northrop Grumman","Herndon, VA 20171","NA",nan,51.6,"NA"
"Data Scientist","i3- Integration Innovation, Inc.","Washington, DC","NA",nan,nan,"NA"
"Data Scientist","Symantec","San Diego, CA","NA",721,44.4,"NA"
"Data Scientist","LexisNexis","Raleigh, NC","NA",555,43.8,"NA"
"Data Scientist","Dropbox","San Francisco, CA","NA",15,44.4,"NA"
"Data Scientist","DuPont","Johnston, IA","NA",727,51.0,"NA"
"Data Scientist","OCC","Chicago, IL 60605 (Near South Side area)","NA",33,52.2,"NA"
"Data Scientist","Booz Allen Hamilton","Herndon, VA","NA",nan,44.4,"NA"
"Data Scientist","Vanda Pharmaceuticals Inc.","Washington, DC 20037 (Foggy Bottom area)","NA",nan,nan,"NA"
"Junior Data Scientist","Macmillan","New York, NY 10010 (Gramercy area)","NA",42,51.0,"Creating automated legacy system data reconciliation processes, transforming SAP data exports, and improving data load template processes...."
"Data Scientist","AbleVets LLC","Washington, DC","NA",2,60.0,"Providing subject matter expertise and assisting with issue/incident management for production analytics issues or issues where production analytics are..."
"Data Scientist","Advanced Microgrid Solutions","San Francisco, CA 94107 (South Of Market area)","NA",nan,nan,"You will help us build out our web-based analytics and operations platform to manage fleets of distributed energy storage resources...."
"Data Scientist","Inspire","Arlington, VA","NA",4,52.8,"Inspire was founded in 2005 out of our interest in health, our personal experiences with difficult health issues, and the vision that we could use the Internet..."
"Data Analyst/Scientist","Booz Allen Hamilton","McLean, VA","NA",nan,44.4,"Ability to deliver projects requiring the integration of multiple technologies, including SQL Server to warehouse data, Python for analysis, and HTML or..."
"Data Scientist","Priceline.com","Norwalk, CT 06854","NA",62,51.6,"2+ years experience in statistical methodology, multivariate analysis, statistical modeling, data mining, text mining and other analytics...."
"Data Scientist, Analytics","Change Healthcare","Alpharetta, GA","NA",237,41.4,"Deep experience in extracting, cleaning, preparing and modeling data. Potential tools include SQL Server, R, Python, Tableau, and Power BI...."
"Data Scientist","N C Q A","Washington, DC","NA",nan,nan,"The Data Scientist will take a leadership role in analyzing and presenting results based on large health care databases such as HEDIS clinical quality data and..."
"Data Scientist","Intelletec's Client","San Francisco Bay Area, CA","$120,000 - $165,000 a year",nan,nan,"Intelletec has teamed up with a fast growing Bay Area company seeking a Data Scientist to join their team...."
"Data Scientist","Brown University","Providence, RI","NA",112,54.0,"Data mining, exploration and visualization; R, Python, Stata), SQL and databases, visualization tools (e.g...."
"Data Scientist","Reinsurance Group of America","Chesterfield, MO 63017","NA",13,54.0,"When presented with specialist datasets, carry out the full spectrum of data analysis, from the development of statistical analysis plans and design of the..."
"Data Scientist","BriskPoint Inc.","New York, NY","NA",nan,nan,"NA"
"Data Science Analyst","Aetna","New York, NY 10016 (Gramercy area)","NA",nan,43.8,"This position will use predictive and behavioral analytics, and analytically derived insights to develop and test solutions that improve consumer and provider..."
"Data Scientist","Pure Storage","Mountain View, CA 94041","NA",8,43.8,"Machine Learning, Data Mining, any focus on time series analysis/analytics, ETL (Extract, Transform, Load), and DB is a plus...."
"Junior Data Analyst - Periscope","McKinsey & Company","Waltham, MA","NA",278,52.8,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,000 dedicated professionals (including more than 800 analysts and data scientists)..."
"Data Scientist","Ford Motor Company","Dearborn, MI","NA",nan,52.8,"Problem formulation and design of solution Harvesting of data from multiple systems globally Collaborating with Analytics and IT teams to transforming the data..."
"Data Scientist","nativeX","San Francisco, CA","NA",5,31.8,"Computer Science, Engineering, Physics, Operational Research, Statistics, Mathematics, Machine Learning. Process and analyze large amount of data to study..."
"Data Scientist - New Ventures Campus","McKinsey & Company","Boston, MA","NA",278,52.8,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)..."
"Research Analyst (Remote)","First Quarter Finance","Remote","$14 an hour",nan,nan,"Please send a resume and cover letter with answers to the following:. Payment is made on the 1st and 15th of each month as a salary...."
"Machine Learning & NLP Engineer/Researcher (Chatbots)","Duolingo","Pittsburgh, PA","NA",nan,nan,"NA"
"Data Scientist","Paypal","San Jose, CA","NA",668,44.4,"NA"
"Data Scientist","MacAulay-Brown, Inc. (MacB)","Linthicum Heights, MD","NA",68,52.8,"NA"
"Data Scientist","NCR","Duluth, GA 30096","NA",nan,42.6,"NA"
"Data Scientist","Walmart eCommerce","San Bruno, CA 94066","NA",27,43.2,"NA"
"Data Scientist","Lakarya LLC","High Point, NC","NA",nan,nan,"NA"
"Data Scientist","Hyperloop One","Los Angeles, CA","NA",5,51.0,"NA"
"Data Scientist","LeanTaaS","Santa Clara, CA","NA",nan,nan,"NA"
"Data Scientist","Illinois Mathematics and Science Academy","Aurora, IL 60506","NA",7,31.2,"NA"
"Data Scientist","Huawei","Santa Clara, CA","NA",nan,43.8,"NA"
"Data Scientist","Upstart","San Carlos, CA","NA",3,51.0,"NA"
"Data Scientist","Tala","Santa Monica, CA","NA",nan,nan,"NA"
"Data Scientist","Rakuten Marketing","San Mateo, CA","NA",3,51.0,"NA"
"Data Scientist","MachineZone","Palo Alto, CA","NA",nan,nan,"NA"
"Data Scientist","Intellipro Group Inc.","Mountain View, CA","NA",nan,nan,"NA"
"Data Scientist 3","Oracle","Seattle, WA","NA",nan,44.4,"NA"
"Data Scientist","Vencore","Maryland","NA",66,42.0,"NA"
"Data Scientist","AbleTo, Inc.","New York, NY","NA",10,42.6,"NA"
"Data Scientist","WOW!","Englewood, CO 80111","NA",166,42.6,"NA"
"Statistician","Medtronic","Minneapolis, MN","NA",nan,51.0,"R, SQL, Python or similar. Improve data quality, data accessibility, and analytical processes. Maintain technical and clinical knowledge of Medtronic products..."
"Junior Data Scientist (Internship)","Stanley Black & Decker","Atlanta, GA 30309 (Midtown area)","NA",771,43.8,"Collaborate with members of the Data Science team to analyze data including data cleaning, data visualization, data modeling and data investigation...."
"Data Scientist","USAA","San Antonio, TX","NA",990,51.0,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;..."
"Data Scientist","Munich Re (Princeton)","Princeton, NJ","NA",nan,nan,"6+ years data and analytics experience including business intelligence, data mining, modeling and using predictive analytics tools...."
